date,price
2018년 10월 23일,1136.14
2018년 10월 22일,1132.215
2018년 10월 19일,1135.045
2018년 10월 18일,1133.93
2018년 10월 17일,1126.085
2018년 10월 16일,1128.425
2018년 10월 15일,1131.4
2018년 10월 12일,1133.95
2018년 10월 11일,1140.53
2018년 10월 10일,1137.35
2018년 10월 09일,1135.385
2018년 10월 08일,1134.79
2018년 10월 05일,1131.05
2018년 10월 04일,1129.785
2018년 10월 03일,1121.92
2018년 10월 02일,1116.87
2018년 10월 01일,1111.865
2018년 09월 28일,1110.745
2018년 09월 27일,1112.885
2018년 09월 26일,1114.91
2018년 09월 25일,1119.155
2018년 09월 24일,1118.285
2018년 09월 21일,1116.5
2018년 09월 20일,1120.35
2018년 09월 19일,1122.35
2018년 09월 18일,1126.65
2018년 09월 17일,1125.705
2018년 09월 14일,1119.74
2018년 09월 13일,1121.78
2018년 09월 12일,1123.875
2018년 09월 11일,1127.65
2018년 09월 10일,1129.42
2018년 09월 07일,1125.24
2018년 09월 06일,1120.775
2018년 09월 05일,1120.46
2018년 09월 04일,1117.195
2018년 09월 03일,1114.15
2018년 08월 31일,1115.015
2018년 08월 30일,1111.86
2018년 08월 29일,1111.115
2018년 08월 28일,1108.67
2018년 08월 27일,1112.42
2018년 08월 24일,1119.455
2018년 08월 23일,1121.365
2018년 08월 22일,1118.825
2018년 08월 21일,1117.355
2018년 08월 20일,1121.16
2018년 08월 17일,1122.95
2018년 08월 16일,1130.725
2018년 08월 15일,1133.085
2018년 08월 14일,1132.5
2018년 08월 13일,1134.165
2018년 08월 10일,1127.8
2018년 08월 09일,1120.74
2018년 08월 08일,1118.84
2018년 08월 07일,1122.825
2018년 08월 06일,1125.375
2018년 08월 03일,1126.385
2018년 08월 02일,1125.4
2018년 08월 01일,1117.945
2018년 07월 31일,1116.1
2018년 07월 30일,1117.055
2018년 07월 27일,1120.405
2018년 07월 26일,1120.62
2018년 07월 25일,1124.295
2018년 07월 24일,1132.165
2018년 07월 23일,1132.37
2018년 07월 20일,1133.59
2018년 07월 19일,1135.255
2018년 07월 18일,1130.445
2018년 07월 17일,1125.925
2018년 07월 16일,1128.19
2018년 07월 13일,1128.77
2018년 07월 12일,1126.7
2018년 07월 11일,1121.73
2018년 07월 10일,1113.935
2018년 07월 09일,1113.315
2018년 07월 06일,1118.23
2018년 07월 05일,1118.515
2018년 07월 04일,1115.95
2018년 07월 03일,1118.99
2018년 07월 02일,1118.175
2018년 06월 29일,1116.74
2018년 06월 28일,1122.62
2018년 06월 27일,1121.145
2018년 06월 26일,1117.24
2018년 06월 25일,1114.805
2018년 06월 22일,1111.075
2018년 06월 21일,1110.28
2018년 06월 20일,1109.015
2018년 06월 19일,1110.125
2018년 06월 18일,1104.105
2018년 06월 15일,1096.16
2018년 06월 14일,1085.725
2018년 06월 13일,1084.255
2018년 06월 12일,1077.685
2018년 06월 11일,1074.93
2018년 06월 08일,1074.795
2018년 06월 07일,1069.87
2018년 06월 06일,1069.07
2018년 06월 05일,1070.435
2018년 06월 04일,1070.795
2018년 06월 01일,1076.385
2018년 05월 31일,1078.67
2018년 05월 30일,1081.295
2018년 05월 29일,1080.09
2018년 05월 28일,1074.785
2018년 05월 25일,1079.255
2018년 05월 24일,1080.69
2018년 05월 23일,1079.41
2018년 05월 22일,1076.59
2018년 05월 21일,1082.68
2018년 05월 18일,1081.425
2018년 05월 17일,1080.025
2018년 05월 16일,1080.545
2018년 05월 15일,1075.925
2018년 05월 14일,1068.015
2018년 05월 11일,1068.045
2018년 05월 10일,1072.97
2018년 05월 09일,1080.05
2018년 05월 08일,1078.71
2018년 05월 07일,1077.94
2018년 05월 04일,1076.475
2018년 05월 03일,1076.725
2018년 05월 02일,1076.45
2018년 05월 01일,1072.285
2018년 04월 30일,1068.86
2018년 04월 27일,1073.465
2018년 04월 26일,1079.69
2018년 04월 25일,1080.36
2018년 04월 24일,1078.26
2018년 04월 23일,1074.91
2018년 04월 20일,1069.865
2018년 04월 19일,1064.135
2018년 04월 18일,1066.815
2018년 04월 17일,1068.85
2018년 04월 16일,1073.075
2018년 04월 13일,1070.615
2018년 04월 12일,1069.76
2018년 04월 11일,1067.275
2018년 04월 10일,1068.355
2018년 04월 09일,1068.645
2018년 04월 06일,1067.565
2018년 04월 05일,1060.805
2018년 04월 04일,1060.54
2018년 04월 03일,1057.1
2018년 04월 02일,1058.03
2018년 03월 30일,1063.75
2018년 03월 29일,1064.95
2018년 03월 28일,1069.395
2018년 03월 27일,1072.39
2018년 03월 26일,1079.87
2018년 03월 23일,1081.46
2018년 03월 22일,1073.25
2018년 03월 21일,1068.79
2018년 03월 20일,1071.285
2018년 03월 19일,1072.235
2018년 03월 16일,1069
2018년 03월 15일,1066.705
2018년 03월 14일,1065.605
2018년 03월 13일,1065.5
2018년 03월 12일,1065.72
2018년 03월 09일,1069.825
2018년 03월 08일,1071.425
2018년 03월 07일,1067.645
2018년 03월 06일,1069.725
2018년 03월 05일,1080.15
2018년 03월 02일,1081.44
2018년 03월 01일,1084.78
2018년 02월 28일,1082.405
2018년 02월 27일,1075.355
2018년 02월 26일,1073.72
2018년 02월 23일,1078.96
2018년 02월 22일,1081.075
2018년 02월 21일,1074.52
2018년 02월 20일,1071.64
2018년 02월 19일,1068.185
2018년 02월 16일,1065.625
2018년 02월 15일,1068.17
2018년 02월 14일,1078.455
2018년 02월 13일,1084.11
2018년 02월 12일,1084.485
2018년 02월 09일,1091.65
2018년 02월 08일,1092.255
2018년 02월 07일,1085.045
2018년 02월 06일,1089.06
2018년 02월 05일,1090.245
2018년 02월 02일,1080.5
2018년 02월 01일,1071.81
2018년 01월 31일,1069.895
2018년 01월 30일,1072.085
2018년 01월 29일,1067.755
2018년 01월 26일,1064.3
2018년 01월 25일,1061.585
2018년 01월 24일,1068.105
2018년 01월 23일,1072.55
2018년 01월 22일,1069.165
2018년 01월 19일,1067.615
2018년 01월 18일,1069.735
2018년 01월 17일,1066.9
2018년 01월 16일,1064.915
2018년 01월 15일,1060.585
2018년 01월 12일,1063.585
2018년 01월 11일,1068.66
2018년 01월 10일,1069.925
2018년 01월 09일,1069.785
2018년 01월 08일,1065.07
2018년 01월 05일,1062.13
2018년 01월 04일,1065.42
2018년 01월 03일,1065.32
2018년 01월 02일,1064.24
2018년 01월 01일,1066.705
2017년 12월 29일,1067.52
2017년 12월 28일,1072.525
2017년 12월 27일,1074.94
2017년 12월 26일,1076.82
2017년 12월 25일,1077.075
2017년 12월 22일,1079.025
2017년 12월 21일,1080.965
2017년 12월 20일,1082.81
2017년 12월 19일,1085.96
2017년 12월 18일,1088.375
2017년 12월 15일,1089.35
2017년 12월 14일,1087.725
2017년 12월 13일,1089.535
2017년 12월 12일,1090.895
2017년 12월 11일,1090.37
2017년 12월 08일,1093.985
2017년 12월 07일,1093.815
2017년 12월 06일,1091.69
2017년 12월 05일,1085.615
2017년 12월 04일,1087.11
2017년 12월 01일,1085.955
2017년 11월 30일,1085.905
2017년 11월 29일,1080.305
2017년 11월 28일,1085.23
2017년 11월 27일,1088.41
2017년 11월 24일,1085.68
2017년 11월 23일,1087.48
2017년 11월 22일,1089.98
2017년 11월 21일,1094.38
2017년 11월 20일,1097.94
2017년 11월 17일,1096.93
2017년 11월 16일,1101.185
2017년 11월 15일,1109.835
2017년 11월 14일,1117.77
2017년 11월 13일,1120.805
2017년 11월 10일,1118.76
2017년 11월 09일,1116.96
2017년 11월 08일,1114.34
2017년 11월 07일,1113.615
2017년 11월 06일,1115.375
2017년 11월 03일,1114.365
2017년 11월 02일,1112.855
2017년 11월 01일,1114.625
2017년 10월 31일,1120.585
2017년 10월 30일,1125.58
2017년 10월 27일,1128.945
2017년 10월 26일,1125.705
2017년 10월 25일,1127.155
2017년 10월 24일,1129.515
2017년 10월 23일,1132.4
2017년 10월 20일,1131.475
2017년 10월 19일,1131.585
2017년 10월 18일,1131.595
2017년 10월 17일,1130.83
2017년 10월 16일,1128.025
2017년 10월 13일,1129.72
2017년 10월 12일,1133.925
2017년 10월 11일,1134.695
2017년 10월 10일,1137.79
2017년 10월 09일,1144.235
2017년 10월 06일,1143.615
2017년 10월 05일,1140.695
2017년 10월 04일,1141.13
2017년 10월 03일,1145.465
2017년 10월 02일,1146.435
2017년 09월 29일,1144.79
2017년 09월 28일,1147.225
2017년 09월 27일,1141.59
2017년 09월 26일,1137.67
2017년 09월 25일,1133.43
2017년 09월 22일,1135.355
2017년 09월 21일,1133.33
2017년 09월 20일,1129.765
2017년 09월 19일,1130.25
2017년 09월 18일,1130.79
2017년 09월 15일,1132.83
2017년 09월 14일,1133.715
2017년 09월 13일,1129.44
2017년 09월 12일,1129.33
2017년 09월 11일,1130.94
2017년 09월 08일,1130.245
2017년 09월 07일,1129.495
2017년 09월 06일,1133.955
2017년 09월 05일,1131.36
2017년 09월 04일,1127.08
2017년 09월 01일,1122.04
2017년 08월 31일,1125.985
2017년 08월 30일,1123.515
2017년 08월 29일,1124.04
2017년 08월 28일,1120.4
2017년 08월 25일,1126.405
2017년 08월 24일,1127.955
2017년 08월 23일,1130.38
2017년 08월 22일,1135.78
2017년 08월 21일,1138.75
2017년 08월 18일,1141.655
2017년 08월 17일,1138.565
2017년 08월 16일,1139.325
2017년 08월 15일,1136.71
2017년 08월 14일,1139.805
2017년 08월 11일,1145.115
2017년 08월 10일,1142.315
2017년 08월 09일,1133.765
2017년 08월 08일,1126.785
2017년 08월 07일,1128.255
2017년 08월 04일,1126.96
2017년 08월 03일,1126.785
2017년 08월 02일,1123.595
2017년 08월 01일,1119.6
2017년 07월 31일,1122.5
2017년 07월 28일,1121.01
2017년 07월 27일,1114.445
2017년 07월 26일,1117.725
2017년 07월 25일,1117.695
2017년 07월 24일,1115.96
2017년 07월 21일,1120.605
2017년 07월 20일,1124.26
2017년 07월 19일,1122.845
2017년 07월 18일,1126.65
2017년 07월 17일,1128.56
2017년 07월 14일,1133.16
2017년 07월 13일,1137.75
2017년 07월 12일,1143.485
2017년 07월 11일,1150.755
2017년 07월 10일,1151.61
2017년 07월 07일,1155.755
2017년 07월 06일,1154.765
2017년 07월 05일,1151.825
2017년 07월 04일,1150.13
2017년 07월 03일,1146.13
2017년 06월 30일,1144.64
2017년 06월 29일,1143.66
2017년 06월 28일,1142.7
2017년 06월 27일,1137.425
2017년 06월 26일,1135.255
2017년 06월 23일,1137.88
2017년 06월 22일,1141.395
2017년 06월 21일,1142.52
2017년 06월 20일,1139.435
2017년 06월 19일,1133.435
2017년 06월 16일,1133.405
2017년 06월 15일,1125.7
2017년 06월 14일,1122.305
2017년 06월 13일,1129.12
2017년 06월 12일,1128.435
2017년 06월 09일,1122.795
2017년 06월 08일,1124.935
2017년 06월 07일,1121.965
2017년 06월 06일,1119.015
2017년 06월 05일,1118.355
2017년 06월 02일,1121.14
2017년 06월 01일,1121.31
2017년 05월 31일,1121.36
2017년 05월 30일,1124.33
2017년 05월 29일,1120.76
2017년 05월 26일,1119.205
2017년 05월 25일,1119.41
2017년 05월 24일,1123.855
2017년 05월 23일,1120.935
2017년 05월 22일,1117.19
2017년 05월 19일,1123.865
2017년 05월 18일,1128.475
2017년 05월 17일,1119.165
2017년 05월 16일,1117.14
2017년 05월 15일,1121.84
2017년 05월 12일,1126.32
2017년 05월 11일,1129.265
2017년 05월 10일,1135.5
2017년 05월 09일,1136.895
2017년 05월 08일,1134.245
2017년 05월 05일,1138.83
2017년 05월 04일,1133.385
2017년 05월 03일,1131.42
2017년 05월 02일,1132.52
2017년 05월 01일,1137.795
2017년 04월 28일,1135.285
2017년 04월 27일,1132.465
2017년 04월 26일,1129.645
2017년 04월 25일,1130.855
2017년 04월 24일,1132.935
2017년 04월 21일,1136.9
2017년 04월 20일,1140.44
2017년 04월 19일,1141.23
2017년 04월 18일,1140.655
2017년 04월 17일,1135.515
2017년 04월 14일,1138.74
2017년 04월 13일,1132.545
2017년 04월 12일,1142.395
2017년 04월 11일,1145.89
2017년 04월 10일,1140.905
2017년 04월 07일,1135.625
2017년 04월 06일,1130.91
2017년 04월 05일,1125.56
2017년 04월 04일,1122.01
2017년 04월 03일,1115.905
2017년 03월 31일,1119.41
2017년 03월 30일,1115
2017년 03월 29일,1114.055
2017년 03월 28일,1114.02
2017년 03월 27일,1112.11
2017년 03월 24일,1119.55
2017년 03월 23일,1120.715
2017년 03월 22일,1122.095
2017년 03월 21일,1119.2
2017년 03월 20일,1121.95
2017년 03월 17일,1130.765
2017년 03월 16일,1130.28
2017년 03월 15일,1139.22
2017년 03월 14일,1148.275
2017년 03월 13일,1148.58
2017년 03월 10일,1155.11
2017년 03월 09일,1157.275
2017년 03월 08일,1150.275
2017년 03월 07일,1152.15
2017년 03월 06일,1155.76
2017년 03월 03일,1153.775
2017년 03월 02일,1146.165
2017년 03월 01일,1141.715
2017년 02월 28일,1131.575
2017년 02월 27일,1132.255
2017년 02월 24일,1131.1
2017년 02월 23일,1135.945
2017년 02월 22일,1141.76
2017년 02월 21일,1145.705
2017년 02월 20일,1148.23
2017년 02월 17일,1147.085
2017년 02월 16일,1138.89
2017년 02월 15일,1139.6
2017년 02월 14일,1143
2017년 02월 13일,1150.785
2017년 02월 10일,1150.545
2017년 02월 09일,1147.6
2017년 02월 08일,1145.86
2017년 02월 07일,1140.835
2017년 02월 06일,1136.26
2017년 02월 03일,1141.835
2017년 02월 02일,1146.415
2017년 02월 01일,1154.645
2017년 01월 31일,1159.55
2017년 01월 30일,1174.515
2017년 01월 27일,1175.81
2017년 01월 26일,1164.91
2017년 01월 25일,1166.01
2017년 01월 24일,1165.77
2017년 01월 23일,1169.405
2017년 01월 20일,1173.54
2017년 01월 19일,1177.945
2017년 01월 18일,1169.67
2017년 01월 17일,1174.13
2017년 01월 16일,1180.3
2017년 01월 13일,1176.585
2017년 01월 12일,1179.745
2017년 01월 11일,1193.925
2017년 01월 10일,1199.175
2017년 01월 09일,1205.35
2017년 01월 06일,1191.26
2017년 01월 05일,1188.945
2017년 01월 04일,1202.5
2017년 01월 03일,1207.1
2017년 01월 02일,1206.945
2016년 12월 30일,1204.51
2016년 12월 29일,1209.01
2016년 12월 28일,1210.36
2016년 12월 27일,1204.685
2016년 12월 26일,1200.385
2016년 12월 23일,1203.005
2016년 12월 22일,1200.68
2016년 12월 21일,1195.01
2016년 12월 20일,1192.06
2016년 12월 19일,1188.07
2016년 12월 16일,1185.265
2016년 12월 15일,1182.725
2016년 12월 14일,1172.04
2016년 12월 13일,1166.025
2016년 12월 12일,1168.795
2016년 12월 09일,1168.72
2016년 12월 08일,1161.815
2016년 12월 07일,1165.645
2016년 12월 06일,1169.89
2016년 12월 05일,1171.4
2016년 12월 02일,1169.95
2016년 12월 01일,1173.235
2016년 11월 30일,1173.05
2016년 11월 29일,1170.895
2016년 11월 28일,1172.455
2016년 11월 25일,1179.105
2016년 11월 24일,1181.38
2016년 11월 23일,1177.585
2016년 11월 22일,1175.255
2016년 11월 21일,1181.95
2016년 11월 18일,1180.395
2016년 11월 17일,1174.835
2016년 11월 16일,1171.43
2016년 11월 15일,1168.49
2016년 11월 14일,1171.15
2016년 11월 11일,1165.925
2016년 11월 10일,1157.34
2016년 11월 09일,1144.015
2016년 11월 08일,1135.285
2016년 11월 07일,1141.845
2016년 11월 04일,1143.19
2016년 11월 03일,1141.545
2016년 11월 02일,1147.48
2016년 11월 01일,1143.72
2016년 10월 31일,1145.115
2016년 10월 28일,1146.73
2016년 10월 27일,1142.975
2016년 10월 26일,1134.03
2016년 10월 25일,1135.1
2016년 10월 24일,1133.84
2016년 10월 21일,1135.2
2016년 10월 20일,1125.535
2016년 10월 19일,1123.185
2016년 10월 18일,1130.755
2016년 10월 17일,1140.205
2016년 10월 14일,1133.1
2016년 10월 13일,1131.455
2016년 10월 12일,1125.44
2016년 10월 11일,1117.375
2016년 10월 10일,1112.375
2016년 10월 07일,1114.605
2016년 10월 06일,1114.255
2016년 10월 05일,1114.73
2016년 10월 04일,1109.975
2016년 10월 03일,1102.57
2016년 09월 30일,1102.42
2016년 09월 29일,1098.485
2016년 09월 28일,1096.295
2016년 09월 27일,1104.025
2016년 09월 26일,1106.74
2016년 09월 23일,1103.54
2016년 09월 22일,1102.04
2016년 09월 21일,1112.935
2016년 09월 20일,1119.395
2016년 09월 19일,1121.585
2016년 09월 16일,1124.19
2016년 09월 15일,1128.475
2016년 09월 14일,1126.425
2016년 09월 13일,1118.72
2016년 09월 12일,1112.74
2016년 09월 09일,1103.185
2016년 09월 08일,1093.75
2016년 09월 07일,1091.905
2016년 09월 06일,1101.33
2016년 09월 05일,1110.465
2016년 09월 02일,1114.53
2016년 09월 01일,1119.575
2016년 08월 31일,1117.625
2016년 08월 30일,1117.5
2016년 08월 29일,1124.655
2016년 08월 26일,1115.73
2016년 08월 25일,1119.735
2016년 08월 24일,1121.915
2016년 08월 23일,1119.335
2016년 08월 22일,1122.55
2016년 08월 19일,1115.425
2016년 08월 18일,1107.975
2016년 08월 17일,1105.5
2016년 08월 16일,1094.56
2016년 08월 15일,1100.72
2016년 08월 12일,1102.145
2016년 08월 11일,1099.36
2016년 08월 10일,1098.505
2016년 08월 09일,1106.225
2016년 08월 08일,1112.015
2016년 08월 05일,1112.225
2016년 08월 04일,1114.975
2016년 08월 03일,1115.41
2016년 08월 02일,1109.445
2016년 08월 01일,1109.35
2016년 07월 29일,1118.945
2016년 07월 28일,1127.555
2016년 07월 27일,1134.72
2016년 07월 26일,1139.765
2016년 07월 25일,1139.715
2016년 07월 22일,1137.165
2016년 07월 21일,1139.245
2016년 07월 20일,1141.18
2016년 07월 19일,1138.8
2016년 07월 18일,1137.195
2016년 07월 15일,1134.365
2016년 07월 14일,1139.68
2016년 07월 13일,1145.255
2016년 07월 12일,1148
2016년 07월 11일,1148.855
2016년 07월 08일,1155.445
2016년 07월 07일,1157.445
2016년 07월 06일,1163.095
2016년 07월 05일,1154.86
2016년 07월 04일,1149.685
2016년 07월 01일,1149.145
2016년 06월 30일,1152.755
2016년 06월 29일,1162.195
2016년 06월 28일,1176.23
2016년 06월 27일,1181.125
2016년 06월 24일,1160.885
2016년 06월 23일,1147.395
2016년 06월 22일,1152.245
2016년 06월 21일,1157.505
2016년 06월 20일,1163.285
2016년 06월 17일,1172.55
2016년 06월 16일,1173.445
2016년 06월 15일,1173.7
2016년 06월 14일,1176.405
2016년 06월 13일,1172.095
2016년 06월 10일,1165.27
2016년 06월 09일,1157.32
2016년 06월 08일,1155.27
2016년 06월 07일,1160.25
2016년 06월 06일,1165.03
2016년 06월 03일,1176.955
2016년 06월 02일,1190.17
2016년 06월 01일,1192.325
2016년 05월 31일,1191.375
2016년 05월 30일,1190.23
2016년 05월 27일,1182.445
2016년 05월 26일,1180.155
2016년 05월 25일,1185.85
2016년 05월 24일,1188.885
2016년 05월 23일,1186.735
2016년 05월 20일,1189.16
2016년 05월 19일,1190.095
2016년 05월 18일,1184.34
2016년 05월 17일,1175.285
2016년 05월 16일,1178.295
2016년 05월 13일,1173.57
2016년 05월 12일,1166.67
2016년 05월 11일,1168.055
2016년 05월 10일,1173.5
2016년 05월 09일,1171.385
2016년 05월 06일,1171.065
2016년 05월 05일,1167.73
2016년 05월 04일,1159.11
2016년 05월 03일,1143.2
2016년 05월 02일,1141.8
2016년 04월 29일,1141.485
2016년 04월 28일,1143.355
2016년 04월 27일,1148.76
2016년 04월 26일,1149.445
2016년 04월 25일,1149.32
2016년 04월 22일,1144.75
2016년 04월 21일,1137.31
2016년 04월 20일,1132.6
2016년 04월 19일,1135.75
2016년 04월 18일,1147.795
2016년 04월 15일,1150.495
2016년 04월 14일,1152.69
2016년 04월 13일,1146.18
2016년 04월 12일,1145.12
2016년 04월 11일,1148.445
2016년 04월 08일,1155.75
2016년 04월 07일,1156.435
2016년 04월 06일,1158.39
2016년 04월 05일,1156.585
2016년 04월 04일,1149.435
2016년 04월 01일,1149.14
2016년 03월 31일,1141.095
2016년 03월 30일,1149.335
2016년 03월 29일,1161.675
2016년 03월 28일,1169.395
2016년 03월 25일,1169.985
2016년 03월 24일,1167.83
2016년 03월 23일,1162.67
2016년 03월 22일,1159.37
2016년 03월 21일,1164
2016년 03월 18일,1159.245
2016년 03월 17일,1166.2
2016년 03월 16일,1187.045
2016년 03월 15일,1192.05
2016년 03월 14일,1188.24
2016년 03월 11일,1197.745
2016년 03월 10일,1206.735
2016년 03월 09일,1212.705
2016년 03월 08일,1205.32
2016년 03월 07일,1202.895
2016년 03월 04일,1204.345
2016년 03월 03일,1218.295
2016년 03월 02일,1230.945
2016년 03월 01일,1233.145
2016년 02월 29일,1240.495
2016년 02월 26일,1238.39
2016년 02월 25일,1238.03
2016년 02월 24일,1236.315
2016년 02월 23일,1228.005
2016년 02월 22일,1230.6
2016년 02월 19일,1234.395
2016년 02월 18일,1228.77
2016년 02월 17일,1224.95
2016년 02월 16일,1216.975
2016년 02월 15일,1210.845
2016년 02월 12일,1205.645
2016년 02월 11일,1197.595
2016년 02월 10일,1194.97
2016년 02월 09일,1203.395
2016년 02월 08일,1207.7
2016년 02월 05일,1198.41
2016년 02월 04일,1194.505
2016년 02월 03일,1210.995
2016년 02월 02일,1206.175
2016년 02월 01일,1205.7
2016년 01월 29일,1205.84
2016년 01월 28일,1206.795
2016년 01월 27일,1203.66
2016년 01월 26일,1201.985
2016년 01월 25일,1197.32
2016년 01월 22일,1201.52
2016년 01월 21일,1208.25
2016년 01월 20일,1213.13
2016년 01월 19일,1208.13
2016년 01월 18일,1212.73
2016년 01월 15일,1214.14
2016년 01월 14일,1213.285
2016년 01월 13일,1208.25
2016년 01월 12일,1208.735
2016년 01월 11일,1206.845
2016년 01월 08일,1203.275
2016년 01월 07일,1198.93
2016년 01월 06일,1195.695
2016년 01월 05일,1188.6
2016년 01월 04일,1184.44
2016년 01월 01일,1175.845
2015년 12월 31일,1176.065
2015년 12월 30일,1174.165
2015년 12월 29일,1169.605
2015년 12월 28일,1166.385
2015년 12월 25일,1170.21
2015년 12월 24일,1171.65
2015년 12월 23일,1175.02
2015년 12월 22일,1174.48
2015년 12월 21일,1178.515
2015년 12월 18일,1183.88
2015년 12월 17일,1180.71
2015년 12월 16일,1176.635
2015년 12월 15일,1179.975
2015년 12월 14일,1187.02
2015년 12월 11일,1184.805
2015년 12월 10일,1178.07
2015년 12월 09일,1181.065
2015년 12월 08일,1179.195
2015년 12월 07일,1170.485
2015년 12월 04일,1161.07
2015년 12월 03일,1161.575
2015년 12월 02일,1160.77
2015년 12월 01일,1158.965
2015년 11월 30일,1158.69
2015년 11월 27일,1152.965
2015년 11월 26일,1146.7
2015년 11월 25일,1145.455
2015년 11월 24일,1153.325
2015년 11월 23일,1158.185
2015년 11월 20일,1155.71
2015년 11월 19일,1161.9
2015년 11월 18일,1170.965
2015년 11월 17일,1170.34
2015년 11월 16일,1172.65
2015년 11월 13일,1164.605
2015년 11월 12일,1157.23
2015년 11월 11일,1156.245
2015년 11월 10일,1159.445
2015년 11월 09일,1157.4
2015년 11월 06일,1146.195
2015년 11월 05일,1139.015
2015년 11월 04일,1133.47
2015년 11월 03일,1133.865
2015년 11월 02일,1140.425
2015년 10월 30일,1139.475
2015년 10월 29일,1144.495
2015년 10월 28일,1138.79
2015년 10월 27일,1133.275
2015년 10월 26일,1133.815
2015년 10월 23일,1130.555
2015년 10월 22일,1135.88
2015년 10월 21일,1135.285
2015년 10월 20일,1131.375
2015년 10월 19일,1126.59
2015년 10월 16일,1128.105
2015년 10월 15일,1130.62
2015년 10월 14일,1145.57
2015년 10월 13일,1148.31
2015년 10월 12일,1145.57
2015년 10월 09일,1146.69
2015년 10월 08일,1157.775
2015년 10월 07일,1160.205
2015년 10월 06일,1165.37
2015년 10월 05일,1167.4
2015년 10월 02일,1179.14
2015년 10월 01일,1180.435
2015년 09월 30일,1189.075
2015년 09월 29일,1196.815
2015년 09월 28일,1194.775
2015년 09월 25일,1194.27
2015년 09월 24일,1194.945
2015년 09월 23일,1189.785
2015년 09월 22일,1181.755
2015년 09월 21일,1176.095
2015년 09월 18일,1167.175
2015년 09월 17일,1165.965
2015년 09월 16일,1176.22
2015년 09월 15일,1182.745
2015년 09월 14일,1181.205
2015년 09월 11일,1184.325
2015년 09월 10일,1190.62
2015년 09월 09일,1191.07
2015년 09월 08일,1201.17
2015년 09월 07일,1202.94
2015년 09월 04일,1194.505
2015년 09월 03일,1188.285
2015년 09월 02일,1180.665
2015년 09월 01일,1177.15
2015년 08월 31일,1182.6
2015년 08월 28일,1178.7
2015년 08월 27일,1180.19
2015년 08월 26일,1188.87
2015년 08월 25일,1187.025
2015년 08월 24일,1197.62
2015년 08월 21일,1190.375
2015년 08월 20일,1186.35
2015년 08월 19일,1185.415
2015년 08월 18일,1184.495
2015년 08월 17일,1182.485
2015년 08월 14일,1180.09
2015년 08월 13일,1176.6
2015년 08월 12일,1184.145
2015년 08월 11일,1170.27
2015년 08월 10일,1164.28
2015년 08월 07일,1166.72
2015년 08월 06일,1168.645
2015년 08월 05일,1172.515
2015년 08월 04일,1166.43
2015년 08월 03일,1167.305
2015년 07월 31일,1165.92
2015년 07월 30일,1168.6
2015년 07월 29일,1158.99
2015년 07월 28일,1165.585
2015년 07월 27일,1169.6
2015년 07월 24일,1167.55
2015년 07월 23일,1161.84
2015년 07월 22일,1153.645
2015년 07월 21일,1154.37
2015년 07월 20일,1154.505
2015년 07월 17일,1148.415
2015년 07월 16일,1147.16
2015년 07월 15일,1144.39
2015년 07월 14일,1140.355
2015년 07월 13일,1132.76
2015년 07월 10일,1130.28
2015년 07월 09일,1135.275
2015년 07월 08일,1136.095
2015년 07월 07일,1131.82
2015년 07월 06일,1125.82
2015년 07월 03일,1121.54
2015년 07월 02일,1123.055
2015년 07월 01일,1121.37
2015년 06월 30일,1118.5
2015년 06월 29일,1123.5
2015년 06월 26일,1118.655
2015년 06월 25일,1110.725
2015년 06월 24일,1108.765
2015년 06월 23일,1104.95
2015년 06월 22일,1101.5
2015년 06월 19일,1104.7
2015년 06월 18일,1108.115
2015년 06월 17일,1118.48
2015년 06월 16일,1118.255
2015년 06월 15일,1115.745
2015년 06월 12일,1113.755
2015년 06월 11일,1111.045
2015년 06월 10일,1115.6
2015년 06월 09일,1120.5
2015년 06월 08일,1122.535
2015년 06월 05일,1117.775
2015년 06월 04일,1110.76
2015년 06월 03일,1107.35
2015년 06월 02일,1112.335
2015년 06월 01일,1113.355
2015년 05월 29일,1111.265
2015년 05월 28일,1108.055
2015년 05월 27일,1108.2
2015년 05월 26일,1102.52
2015년 05월 25일,1097.35
2015년 05월 22일,1092.825
2015년 05월 21일,1095.2
2015년 05월 20일,1096.41
2015년 05월 19일,1092.15
2015년 05월 18일,1087.475
2015년 05월 15일,1089.63
2015년 05월 14일,1093.35
2015년 05월 13일,1095.54
2015년 05월 12일,1095.51
2015년 05월 11일,1091.35
2015년 05월 08일,1091.005
2015년 05월 07일,1087.94
2015년 05월 06일,1080.7
2015년 05월 05일,1082.6
2015년 05월 04일,1081.295
2015년 05월 01일,1079.37
2015년 04월 30일,1073.325
2015년 04월 29일,1068.79
2015년 04월 28일,1068.25
2015년 04월 27일,1073.11
2015년 04월 24일,1078.725
2015년 04월 23일,1082.71
2015년 04월 22일,1080.9
2015년 04월 21일,1084
2015년 04월 20일,1081.535
2015년 04월 17일,1083.27
2015년 04월 16일,1089
2015년 04월 15일,1095.535
2015년 04월 14일,1096.96
2015년 04월 13일,1098.395
2015년 04월 10일,1095.32
2015년 04월 09일,1093.55
2015년 04월 08일,1093.04
2015년 04월 07일,1090.755
2015년 04월 06일,1086.8
2015년 04월 03일,1090.95
2015년 04월 02일,1095.48
2015년 04월 01일,1103.135
2015년 03월 31일,1109.64
2015년 03월 30일,1105.715
2015년 03월 27일,1105.15
2015년 03월 26일,1104.775
