,date,price
3,2015-04-27,62.0
4,2015-04-24,61.43
5,2015-04-23,58.6
6,2015-04-22,58.03
7,2015-04-21,59.25
8,2015-04-20,59.34
9,2015-04-17,59.21
10,2015-04-16,58.66
11,2015-04-15,56.82
12,2015-04-14,56.32
13,2015-04-13,56.58
14,2015-04-10,54.28
15,2015-04-09,53.31
16,2015-04-08,55.92
17,2015-04-07,55.01
18,2015-04-06,53.95
19,2015-04-02,54.63
20,2015-04-01,52.83
0,2015-03-31,53.84
1,2015-03-30,53.95
2,2015-03-27,56.37
3,2015-03-26,53.99
4,2015-03-25,52.69
5,2015-03-24,53.4
6,2015-03-23,52.87
7,2015-03-20,52.06
8,2015-03-19,53.4
9,2015-03-18,51.24
10,2015-03-17,51.64
11,2015-03-16,52.75
12,2015-03-13,54.96
13,2015-03-12,55.4
14,2015-03-11,53.5
15,2015-03-10,55.48
16,2015-03-09,56.58
17,2015-03-06,57.26
18,2015-03-05,57.35
19,2015-03-04,57.8
20,2015-03-03,57.15
21,2015-03-02,59.58
0,2015-02-27,57.39
1,2015-02-26,58.42
2,2015-02-25,55.84
3,2015-02-24,56.06
4,2015-02-23,57.29
5,2015-02-20,0.0
6,2015-02-19,0.0
7,2015-02-18,59.32
8,2015-02-17,58.89
9,2015-02-16,58.83
10,2015-02-13,57.7
11,2015-02-12,54.75
12,2015-02-11,54.91
13,2015-02-10,55.83
14,2015-02-09,55.37
15,2015-02-06,54.23
16,2015-02-05,51.41
17,2015-02-04,54.72
18,2015-02-03,52.62
19,2015-02-02,48.81
0,2015-01-30,45.59
1,2015-01-29,44.63
2,2015-01-28,44.83
3,2015-01-27,43.63
4,2015-01-26,44.15
5,2015-01-23,44.42
6,2015-01-22,48.52
7,2015-01-21,44.75
8,2015-01-20,44.82
9,2015-01-19,46.04
10,2015-01-16,43.92
11,2015-01-15,44.48
12,2015-01-14,42.55
13,2015-01-13,43.3
14,2015-01-12,45.67
15,2015-01-09,47.41
16,2015-01-08,47.5
17,2015-01-07,46.6
18,2015-01-06,48.08
19,2015-01-05,50.98
20,2015-01-02,53.27
0,2014-12-31,53.6
1,2014-12-30,53.62
2,2014-12-29,55.87
3,2014-12-26,56.32
4,2014-12-24,57.22
5,2014-12-23,56.2
6,2014-12-22,58.09
7,2014-12-19,55.7
8,2014-12-18,56.42
9,2014-12-17,55.56
10,2014-12-16,56.5
11,2014-12-15,59.56
12,2014-12-12,60.51
13,2014-12-11,61.57
14,2014-12-10,63.76
15,2014-12-09,63.2
16,2014-12-08,65.62
17,2014-12-05,66.24
18,2014-12-04,66.95
19,2014-12-03,67.07
20,2014-12-02,69.02
21,2014-12-01,66.49
0,2014-11-28,69.09
1,2014-11-27,73.33
2,2014-11-26,75.71
3,2014-11-25,77.11
4,2014-11-24,77.54
5,2014-11-21,75.9
6,2014-11-20,74.18
7,2014-11-19,74.46
8,2014-11-18,75.08
9,2014-11-17,75.14
10,2014-11-14,74.01
11,2014-11-13,77.56
12,2014-11-12,78.55
13,2014-11-11,79.16
14,2014-11-10,80.08
15,2014-11-07,79.67
16,2014-11-06,79.8
17,2014-11-05,79.77
18,2014-11-04,81.65
19,2014-11-03,84.04
0,2014-10-31,84.27
1,2014-10-30,84.82
2,2014-10-29,84.14
3,2014-10-28,83.98
4,2014-10-27,84.19
5,2014-10-24,84.63
6,2014-10-23,83.25
7,2014-10-22,0.0
8,2014-10-21,84.33
9,2014-10-20,84.89
10,2014-10-17,83.85
11,2014-10-16,83.07
12,2014-10-15,84.23
13,2014-10-14,87.34
14,2014-10-13,88.25
15,2014-10-10,88.04
16,2014-10-09,89.23
17,2014-10-08,89.93
18,2014-10-07,90.88
19,2014-10-06,90.14
20,2014-10-03,91.12
21,2014-10-02,91.86
22,2014-10-01,93.52
0,2014-09-30,95.01
1,2014-09-29,94.9
2,2014-09-26,94.91
3,2014-09-25,94.92
4,2014-09-24,94.84
5,2014-09-23,94.92
6,2014-09-22,95.92
7,2014-09-19,95.42
8,2014-09-18,96.37
9,2014-09-17,96.46
10,2014-09-16,94.94
11,2014-09-15,95.19
12,2014-09-12,95.89
13,2014-09-11,95.81
14,2014-09-10,96.77
15,2014-09-09,97.56
16,2014-09-08,98.07
17,2014-09-05,99.03
18,2014-09-04,100.05
19,2014-09-03,97.74
20,2014-09-02,100.39
21,2014-09-01,100.94
0,2014-08-29,100.52
1,2014-08-28,100.68
2,2014-08-27,100.51
3,2014-08-26,100.49
4,2014-08-25,100.24
5,2014-08-22,100.52
6,2014-08-21,100.3
7,2014-08-20,100.45
8,2014-08-19,100.64
9,2014-08-18,102.12
10,2014-08-15,100.96
11,2014-08-14,103.02
12,2014-08-13,101.98
13,2014-08-12,103.25
14,2014-08-11,103.48
15,2014-08-08,103.85
16,2014-08-07,103.0
17,2014-08-06,102.87
18,2014-08-05,103.81
19,2014-08-04,103.15
20,2014-08-01,104.92
0,2014-07-31,105.23
1,2014-07-30,105.98
2,2014-07-29,105.84
3,2014-07-28,0.0
4,2014-07-25,105.15
5,2014-07-24,105.79
6,2014-07-23,105.33
7,2014-07-22,105.53
8,2014-07-21,105.17
9,2014-07-18,105.71
10,2014-07-17,104.96
11,2014-07-16,105.06
12,2014-07-15,104.49
13,2014-07-14,104.76
14,2014-07-11,106.03
15,2014-07-10,105.67
16,2014-07-09,106.11
17,2014-07-08,106.94
18,2014-07-07,107.15
19,2014-07-04,107.95
20,2014-07-03,107.72
21,2014-07-02,109.16
22,2014-07-01,109.18
0,2014-06-30,109.29
1,2014-06-27,109.68
2,2014-06-26,109.89
3,2014-06-25,110.05
4,2014-06-24,109.76
5,2014-06-23,111.23
6,2014-06-20,110.74
7,2014-06-19,110.46
8,2014-06-18,109.94
9,2014-06-17,108.76
10,2014-06-16,109.27
11,2014-06-13,109.51
12,2014-06-12,106.96
13,2014-06-11,105.37
14,2014-06-10,105.16
15,2014-06-09,105.14
16,2014-06-06,105.31
17,2014-06-05,104.28
18,2014-06-04,105.31
19,2014-06-03,104.85
20,2014-06-02,105.6
0,2014-05-30,106.28
1,2014-05-29,106.33
2,2014-05-28,106.59
3,2014-05-27,106.81
4,2014-05-26,106.66
5,2014-05-23,106.84
6,2014-05-22,106.94
7,2014-05-21,106.59
8,2014-05-20,106.12
9,2014-05-19,106.56
10,2014-05-16,105.07
11,2014-05-15,105.78
12,2014-05-14,105.67
13,2014-05-13,0.0
14,2014-05-12,104.46
15,2014-05-09,104.99
16,2014-05-08,104.09
17,2014-05-07,103.59
18,2014-05-06,103.91
19,2014-05-05,104.75
20,2014-05-02,104.39
21,2014-05-01,0.0
0,2014-04-30,104.49
1,2014-04-29,104.78
2,2014-04-28,106.02
3,2014-04-25,106.38
4,2014-04-24,105.74
5,2014-04-23,105.87
6,2014-04-22,106.31
7,2014-04-21,105.76
8,2014-04-17,105.84
9,2014-04-16,106.4
10,2014-04-15,105.36
11,2014-04-14,105.16
12,2014-04-11,104.13
13,2014-04-10,104.56
14,2014-04-09,104.09
15,2014-04-08,103.16
16,2014-04-07,102.36
17,2014-04-04,103.04
18,2014-04-03,101.29
19,2014-04-02,102.44
20,2014-04-01,104.11
0,2014-03-31,104.44
1,2014-03-28,104.58
2,2014-03-27,104.04
3,2014-03-26,104.29
4,2014-03-25,104.01
5,2014-03-24,103.66
6,2014-03-21,104.2
7,2014-03-20,103.47
8,2014-03-19,103.4
9,2014-03-18,103.46
10,2014-03-17,104.66
11,2014-03-14,103.96
12,2014-03-13,104.14
13,2014-03-12,103.79
14,2014-03-11,104.21
15,2014-03-10,104.26
16,2014-03-07,104.31
17,2014-03-06,103.94
18,2014-03-05,105.34
19,2014-03-04,106.06
20,2014-03-03,107.25
0,2014-02-28,105.39
1,2014-02-27,105.55
2,2014-02-26,105.65
3,2014-02-25,106.34
4,2014-02-24,106.26
5,2014-02-21,106.57
6,2014-02-20,106.52
7,2014-02-19,106.84
8,2014-02-18,106.73
9,2014-02-17,106.25
10,2014-02-14,105.08
11,2014-02-13,104.81
12,2014-02-12,105.19
13,2014-02-11,104.98
14,2014-02-10,105.13
15,2014-02-07,103.35
16,2014-02-06,102.58
17,2014-02-05,102.19
18,2014-02-04,101.98
19,2014-02-03,102.26
0,2014-01-31,0.0
1,2014-01-30,103.77
2,2014-01-29,103.78
3,2014-01-28,103.82
4,2014-01-27,104.29
5,2014-01-24,104.13
6,2014-01-23,104.63
7,2014-01-22,103.94
8,2014-01-21,103.73
9,2014-01-20,103.28
10,2014-01-17,102.81
11,2014-01-16,103.01
12,2014-01-15,102.61
13,2014-01-14,103.21
14,2014-01-13,103.51
15,2014-01-10,103.99
16,2014-01-09,104.06
17,2014-01-08,104.14
18,2014-01-07,104.11
19,2014-01-06,104.29
20,2014-01-03,105.22
21,2014-01-02,107.79
